,DRUG_ID,drug_name,synonyms,pathway_name,targets,pubchem_id,smiles_x,isosmiles_x,Unnamed: 0.1,cid,smiles_y,isosmiles_y,atom_f,atom_pad,valid_lens
149,1919,Osimertinib,"AZD9291, AZD 9291, AZD-9291, Tagrisso, Mereletinib",EGFR signaling,EGFR,71496458,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,27,71496458,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,"[[-0.7734742   0.5506593  -0.2042549  ... -0.44337666  0.3094019
  -0.10677735]
 [-0.37158933  0.73203045 -0.05441057 ... -0.04055064 -0.150878
   0.69322157]
 [ 0.00149124 -0.03655815  0.31154442 ...  0.37047148 -0.22286905
   0.86422163]
 ...
 [ 0.27772275 -0.919203   -0.4404216  ... -0.06458898  0.29004484
   0.21751377]
 [ 0.1691548  -0.26492205  0.0337068  ...  0.21495126  0.02916782
   0.596163  ]
 [ 0.19103852 -0.28051785  0.10505086 ...  0.20180039 -0.04128159
   0.5779022 ]]","[[-0.7734742   0.5506593  -0.2042549  ... -0.44337666  0.3094019
  -0.10677735]
 [-0.37158933  0.73203045 -0.05441057 ... -0.04055064 -0.150878
   0.69322157]
 [ 0.00149124 -0.03655815  0.31154442 ...  0.37047148 -0.22286905
   0.86422163]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",37
150,1922,Cediranib,"AZD2171, AZD 2171, AZD-2171, Recentin",RTK signaling,"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",9933475,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,44,9933475,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,"[[ 0.18372552 -0.5336546   0.26065964 ... -0.14316787 -0.22090521
   0.1496083 ]
 [ 0.18470404 -0.18112443 -0.5560889  ... -0.49871635 -0.15427043
   0.21858877]
 [-0.1700037  -0.10632875 -0.14371254 ...  0.01263982 -0.06599094
   0.02729437]
 ...
 [ 0.10323028 -0.09116009 -1.17476    ... -0.23612949  0.53353035
  -0.1336718 ]
 [ 0.0455427  -0.29490605 -0.99941874 ... -0.27021357  0.23649408
  -0.15227154]
 [ 0.11468858 -0.4222083  -1.2360616  ... -0.17981511  0.35676882
  -0.06712037]]","[[ 0.18372552 -0.5336546   0.26065964 ... -0.14316787 -0.22090521
   0.1496083 ]
 [ 0.18470404 -0.18112443 -0.5560889  ... -0.49871635 -0.15427043
   0.21858877]
 [-0.1700037  -0.10632875 -0.14371254 ...  0.01263982 -0.06599094
   0.02729437]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",33
151,1924,Ipatasertib,"GDC0068, GDC 0068, GDC-0068",PI3K/MTOR signaling,"AKT1, AKT, AKT3",24788740,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,135,24788740,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,"[[ 0.03182125 -0.71660507 -0.02485215 ...  0.19088303  0.18783446
   0.9242718 ]
 [-0.3702866  -0.35785544 -0.24787901 ...  0.08368929 -0.8697521
   0.01015893]
 [-0.00718303 -0.7726005  -0.10030717 ...  0.1689791   0.17813152
   0.8523736 ]
 ...
 [ 0.20866987 -0.6281593  -0.15748757 ... -0.53777003 -0.61333215
  -0.19218506]
 [ 0.15719852  0.12085113 -0.33194745 ... -0.18641242 -0.13330033
   0.15575847]
 [ 0.15349153  0.06468126 -0.2835051  ... -0.1956133  -0.20293306
   0.10199264]]","[[ 0.03182125 -0.71660507 -0.02485215 ...  0.19088303  0.18783446
   0.9242718 ]
 [-0.3702866  -0.35785544 -0.24787901 ...  0.08368929 -0.8697521
   0.01015893]
 [-0.00718303 -0.7726005  -0.10030717 ...  0.1689791   0.17813152
   0.8523736 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",32
152,1925,GDC0810,"GDC-0810, GDC 0810",Hormone-related,"ESR1, ESR2",56941241,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)O)\C2=CC3=C(C=C2)NN=C3)/C4=C(C=C(C=C4)F)Cl,136,56941241,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)O)\C2=CC3=C(C=C2)NN=C3)/C4=C(C=C(C=C4)F)Cl,"[[-6.7191318e-02 -4.8501375e-01  2.6506346e-01 ...  2.6974699e-01
  -7.5158366e-04  1.7995761e-01]
 [-4.9238350e-02 -3.5231876e-01 -1.1643687e+00 ...  2.1549352e-01
   2.0066489e-01  3.4733322e-01]
 [ 2.5915533e-01 -4.9467292e-01  5.6946063e-01 ...  2.8608301e-01
  -7.6635909e-01  1.6601047e-01]
 ...
 [ 4.8260438e-01 -2.3530917e-02 -1.4975078e-01 ... -1.6842376e-01
  -3.1382483e-01  5.0462086e-02]
 [ 4.8201039e-01 -6.6081864e-01  1.3980184e-01 ...  2.8993115e-01
  -4.6955585e-01  3.0812344e-01]
 [ 6.7846155e-01 -5.9765077e-01  1.3508995e-01 ... -3.6011565e-01
  -7.9916728e-01 -3.5756043e-01]]","[[-6.7191318e-02 -4.8501375e-01  2.6506346e-01 ...  2.6974699e-01
  -7.5158366e-04  1.7995761e-01]
 [-4.9238350e-02 -3.5231876e-01 -1.1643687e+00 ...  2.1549352e-01
   2.0066489e-01  3.4733322e-01]
 [ 2.5915533e-01 -4.9467292e-01  5.6946063e-01 ...  2.8608301e-01
  -7.6635909e-01  1.6601047e-01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",32
153,1926,GNE-317,"GNE317, GNE 317",PI3K/MTOR signaling,PI3Kalpha,70676303,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)C5(COC5)OC,68,70676303,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)C5(COC5)OC,"[[ 0.03419669 -0.3160629   0.28040135 ...  0.2423698  -0.06515376
   0.11333743]
 [ 0.11878373 -0.40805644 -0.30316475 ... -0.3753818  -0.37690684
   0.06150436]
 [ 0.05200304  0.1903331   0.1140689  ... -0.5280897   0.3586706
  -0.33617482]
 ...
 [-0.24906316  0.1404457  -0.9141552  ... -0.27784312  0.42579636
   0.09113327]
 [ 0.05008432 -0.4838861  -0.19681115 ... -0.1904024   0.15714207
  -0.04545419]
 [-0.29771444  0.01158307 -0.93442386 ... -0.3394225   0.26938242
   0.12798397]]","[[ 0.03419669 -0.3160629   0.28040135 ...  0.2423698  -0.06515376
   0.11333743]
 [ 0.11878373 -0.40805644 -0.30316475 ... -0.3753818  -0.37690684
   0.06150436]
 [ 0.05200304  0.1903331   0.1140689  ... -0.5280897   0.3586706
  -0.33617482]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",29
154,1927,GSK2578215A,"GSK 2578215A,  GSK-2578215A","Other, kinases",LRRK2,68107965,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,109,68107965,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,"[[-0.12208467 -0.02369672  0.54186743 ... -0.4125901  -0.42001563
   0.69666034]
 [ 0.22871886 -0.6560442   0.17223634 ...  0.24832627 -0.36120105
   0.9205216 ]
 [ 0.1811235  -0.12734994 -0.43363872 ... -0.10153043  0.12698291
   0.870395  ]
 ...
 [ 0.5637614  -0.14021818 -0.1549489  ... -0.34972793 -0.28408104
   0.40942094]
 [ 0.5259634  -0.13455084 -0.13412336 ... -0.37158492 -0.292031
   0.34924468]
 [ 0.5503757  -0.21029168 -0.19600919 ... -0.3513367  -0.28071284
   0.32736835]]","[[-0.12208467 -0.02369672  0.54186743 ... -0.4125901  -0.42001563
   0.69666034]
 [ 0.22871886 -0.6560442   0.17223634 ...  0.24832627 -0.36120105
   0.9205216 ]
 [ 0.1811235  -0.12734994 -0.43363872 ... -0.10153043  0.12698291
   0.870395  ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",30
155,1928,I-BRD9,"GSK602, GSK 602, GSK-602",Chromatin other,BRD9,91668541,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(N)=NC3CCS(=O)(=O)CC3)cc2c1=O,CCN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=CC=C4)C(F)(F)F,154,91668541,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(N)=NC3CCS(=O)(=O)CC3)cc2c1=O,CCN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=CC=C4)C(F)(F)F,"[[-0.12140527 -0.6517124   0.5324117  ... -0.00664882  0.16220847
   0.38366854]
 [-0.33340678 -0.59122473 -1.3413731  ...  0.1076747   0.23389493
   0.37670913]
 [ 0.01364013 -0.92289317  0.29613766 ... -0.24829723  0.08154272
   0.4377271 ]
 ...
 [-0.05132306 -0.38342106 -0.0210383  ... -0.06534314 -0.11819432
   0.54547733]
 [-0.13921027 -0.30865163 -0.07978585 ... -0.11580726 -0.15285453
   0.5278654 ]
 [-0.22939715 -0.05032587  0.35059965 ... -0.6419378  -0.4698018
   0.31634462]]","[[-0.12140527 -0.6517124   0.5324117  ... -0.00664882  0.16220847
   0.38366854]
 [-0.33340678 -0.59122473 -1.3413731  ...  0.1076747   0.23389493
   0.37670913]
 [ 0.01364013 -0.92289317  0.29613766 ... -0.24829723  0.08154272
   0.4377271 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",33
156,1930,Telomerase Inhibitor IX,"MST-312, MST 312, MST312",Genome integrity,Telomerase,10385095,O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O,45,10385095,O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O,"[[-0.43885842  0.06146846  0.36738175 ... -0.30199286 -0.25996783
   0.36614192]
 [-0.42233387  0.06207323  0.34704736 ...  0.59144866 -0.20768815
   0.68515587]
 [-0.4034934   0.341984   -0.46919593 ...  0.13845347  0.22464211
   0.5524886 ]
 ...
 [-0.43435916  0.00528058  0.0816877  ...  0.05410906  0.01803109
   0.59894204]
 [-0.53929764  0.1633471   0.10206465 ...  0.3432273  -0.3085912
   0.25487697]
 [-0.40240505 -0.00446131  0.03933689 ...  0.12156797 -0.01397664
   0.6170751 ]]","[[-0.43885842  0.06146846  0.36738175 ... -0.30199286 -0.25996783
   0.36614192]
 [-0.42233387  0.06207323  0.34704736 ...  0.59144866 -0.20768815
   0.68515587]
 [-0.4034934   0.341984   -0.46919593 ...  0.13845347  0.22464211
   0.5524886 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",28
157,1931,MIRA-1,"MIRA 1, MIRA1, NSC19630, NSC-19630, NSC 19630",p53 pathway,TP53,227681,CCC(=O)OCN1C(=O)C=CC1=O,CCC(=O)OCN1C(=O)C=CC1=O,155,227681,CCC(=O)OCN1C(=O)C=CC1=O,CCC(=O)OCN1C(=O)C=CC1=O,"[[ 0.14968151 -0.27197105  0.50939924 ... -0.08960406  0.1029596
   0.39492503]
 [-0.2373264  -0.16175479 -0.9005035  ...  0.00924693  0.6132294
   0.46922657]
 [-0.24206613 -0.43365166  0.03955493 ...  0.00581451 -0.31328744
  -0.2165998 ]
 ...
 [-0.7106827   0.01641266 -0.03404009 ... -0.36631528 -0.10075384
  -0.18598028]
 [-0.14277294 -0.27936557 -0.04089379 ...  0.3493736  -0.21960375
   0.17878868]
 [-0.24105589 -0.0023078   0.1337918  ... -0.65827936 -0.5021013
   0.15582108]]","[[ 0.14968151 -0.27197105  0.50939924 ... -0.08960406  0.1029596
   0.39492503]
 [-0.2373264  -0.16175479 -0.9005035  ...  0.00924693  0.6132294
   0.46922657]
 [-0.24206613 -0.43365166  0.03955493 ...  0.00581451 -0.31328744
  -0.2165998 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",13
158,1932,NVP-ADW742,"NVP ADW742, NVPADW742",IGF1R signaling,IGF1R,9825149,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,4,9825149,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,"[[ 0.34806386 -0.40421376 -0.898443   ...  0.00390234  0.2790694
   0.14442933]
 [ 0.40415683 -0.25005054 -0.20227806 ... -0.09049508  0.07450999
   0.2961098 ]
 [ 0.26443154  0.08215373 -0.4207771  ... -0.22999069  0.06836504
   0.31188503]
 ...
 [ 0.07590988 -0.07379909 -1.2541996  ... -0.02868618  0.19300288
  -0.0854667 ]
 [ 0.1637348  -0.20645942 -1.4487773  ...  0.02584127  0.23404288
   0.01943034]
 [ 0.04657761  0.0317816  -1.3310202  ... -0.3187597   0.25844133
  -0.00302788]]","[[ 0.34806386 -0.40421376 -0.898443   ...  0.00390234  0.2790694
   0.14442933]
 [ 0.40415683 -0.25005054 -0.20227806 ... -0.09049508  0.07450999
   0.2961098 ]
 [ 0.26443154  0.08215373 -0.4207771  ... -0.22999069  0.06836504
   0.31188503]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",34
159,1933,P22077,"P 22077, P-22077",Protein stability and degradation,"USP7, USP47",46931953,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1,CC(=O)C1=CC(=C(S1)SC2=C(C=C(C=C2)F)F)[N+](=O)[O-],5,46931953,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1,CC(=O)C1=CC(=C(S1)SC2=C(C=C(C=C2)F)F)[N+](=O)[O-],"[[-0.11672261 -0.5716812   0.48210722 ... -0.21124938  0.07992736
   0.5576993 ]
 [-0.22808777 -0.5075902   0.35939193 ... -0.2527875  -0.6756266
   0.24955553]
 [-0.2977261   0.06352515  0.2685227  ... -0.540727   -0.51025224
   0.43773586]
 ...
 [ 0.18631123 -0.92360336  0.4084349  ... -0.25320175 -0.6478135
   0.46774524]
 [ 0.235944   -0.25425512 -0.51772696 ... -0.7103414  -0.5962798
   0.1777922 ]
 [ 0.1988648  -0.44727913  0.08705596 ... -0.410146   -0.13056743
   0.5220632 ]]","[[-0.11672261 -0.5716812   0.48210722 ... -0.21124938  0.07992736
   0.5576993 ]
 [-0.22808777 -0.5075902   0.35939193 ... -0.2527875  -0.6756266
   0.24955553]
 [-0.2977261   0.06352515  0.2685227  ... -0.540727   -0.51025224
   0.43773586]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",20
160,1936,Savolitinib,"AZD6094, Volitinib, AZD-6094, AZD 6094",RTK signaling,MET,68289010,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,C[C@@H](C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,28,68289010,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,C[C@@H](C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,"[[ 0.32023975 -0.7413963   0.35166168 ...  0.03458314 -0.07056516
   0.37176302]
 [ 0.00372847 -0.04092719  0.41975722 ... -0.22662348  0.03896163
   0.6257681 ]
 [ 0.20927414 -0.36693013  0.36192766 ... -0.12441603 -0.24014442
   0.27881536]
 ...
 [ 0.37642574 -0.17129403  0.08587345 ... -0.3039057  -0.17082408
   0.12760678]
 [ 0.2195777  -0.15474103 -0.2347602  ... -0.18161009 -0.09881965
   0.3224247 ]
 [ 0.33595386 -0.49821416  0.04749237 ... -0.05015812 -0.19419664
   0.21287347]]","[[ 0.32023975 -0.7413963   0.35166168 ...  0.03458314 -0.07056516
   0.37176302]
 [ 0.00372847 -0.04092719  0.41975722 ... -0.22662348  0.03896163
   0.6257681 ]
 [ 0.20927414 -0.36693013  0.36192766 ... -0.12441603 -0.24014442
   0.27881536]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",26
161,1939,UMI-77,"UMI 77, UMI-77",Apoptosis regulation,MCL1,992586,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,46,992586,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,"[[-0.36134544  0.07948282  0.1265309  ... -0.59934753 -0.30692095
   0.45825833]
 [-0.23376118 -0.26929474  0.10343255 ... -0.04454704 -0.30316722
   0.3655629 ]
 [-0.18108384 -0.47084913  0.01805188 ... -0.46326426 -0.17315374
   0.4143904 ]
 ...
 [ 0.2930545  -0.5700914   0.12819453 ...  0.19341622 -0.11127099
   0.4078942 ]
 [-0.03020118 -0.41393137 -0.22078852 ... -0.03099281 -0.5611272
   0.1976753 ]
 [-0.04287575 -0.46116862 -0.02620164 ... -0.24289459 -0.09521586
   0.46088406]]","[[-0.36134544  0.07948282  0.1265309  ... -0.59934753 -0.30692095
   0.45825833]
 [-0.23376118 -0.26929474  0.10343255 ... -0.04454704 -0.30316722
   0.3655629 ]
 [-0.18108384 -0.47084913  0.01805188 ... -0.46326426 -0.17315374
   0.4143904 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",27
162,1940,WIKI4,"WIKI-4, WIKI 4",WNT signaling,"TNKS1, TNKS2",2984337,COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,69,2984337,COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,"[[ 0.1960709  -0.54184026  0.6578098  ... -0.19627391  0.04165581
   0.46274105]
 [ 0.00747876 -0.80981153 -0.41837558 ... -0.40280733 -0.03217664
   0.36562446]
 [ 0.02901463 -0.520093    0.09395082 ... -0.16652186 -0.21073012
   0.39018992]
 ...
 [ 0.13701354 -0.2317291  -0.05232055 ... -0.4942299  -0.05248349
   0.25631335]
 [ 0.12831919 -0.16967154 -0.04159818 ... -0.54345715 -0.08431979
   0.2954379 ]
 [ 0.06571651 -0.2299608   0.08860815 ... -0.5281349  -0.03773576
   0.25804815]]","[[ 0.1960709  -0.54184026  0.6578098  ... -0.19627391  0.04165581
   0.46274105]
 [ 0.00747876 -0.80981153 -0.41837558 ... -0.40280733 -0.03217664
   0.36562446]
 [ 0.02901463 -0.520093    0.09395082 ... -0.16652186 -0.21073012
   0.39018992]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",38
163,1941,Sepantronium bromide,"YM155, YM-155, YM 155",Apoptosis regulation,BIRC5,11178236,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],47,11178236,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],"[[-0.13846456 -0.29858014  0.40531704 ...  0.18515806  0.16011345
   0.4234701 ]
 [ 0.04677218 -1.0778289  -0.65823144 ... -0.04973955  0.02036439
   0.01802756]
 [-0.564404   -0.10633814 -1.218152   ... -0.00250556  0.40442672
   0.54836446]
 ...
 [-0.47112975  0.07172707  0.14571667 ... -0.16522202 -0.1664942
  -0.20152396]
 [-0.26600263 -0.10870739  0.22970988 ... -0.33455494 -0.3098388
  -0.10615332]
 [ 0.2714116  -0.0340706   0.09740554 ...  0.21875997  0.37163153
   0.6452348 ]]","[[-0.13846456 -0.29858014  0.40531704 ...  0.18515806  0.16011345
   0.4234701 ]
 [ 0.04677218 -1.0778289  -0.65823144 ... -0.04973955  0.02036439
   0.01802756]
 [-0.564404   -0.10633814 -1.218152   ... -0.00250556  0.40442672
   0.54836446]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",28
164,1996,MIM1,"MIM 1, MIM-1",Apoptosis regulation,MCL1,16241412,Cc1csc(=NC2CCCCC2)n1N/C=C1/C=CC(=O)C(O)=C1O,CC1=CSC(=NC2CCCCC2)N1N/C=C\3/C=CC(=O)C(=C3O)O,48,16241412,Cc1csc(=NC2CCCCC2)n1N/C=C1/C=CC(=O)C(O)=C1O,CC1=CSC(=NC2CCCCC2)N1N/C=C\3/C=CC(=O)C(=C3O)O,"[[-0.20846772 -0.37433136  0.4275797  ... -0.20739162  0.08847357
   0.19735426]
 [-0.2576834   0.33136326  0.198006   ... -0.0197552  -0.47903565
  -0.1219051 ]
 [ 0.042783    0.37817326  0.17734756 ... -0.25277638 -0.23064369
  -0.12004132]
 ...
 [-0.02048485  0.23579618  0.00554476 ... -0.29650152 -0.05032175
   0.34515682]
 [-0.7901841   0.3169898   0.41468605 ... -0.02895898 -0.05574467
  -0.20192486]
 [ 0.21141921  0.30229172 -0.03815328 ... -0.19008619 -0.2161746
   0.40517375]]","[[-0.20846772 -0.37433136  0.4275797  ... -0.20739162  0.08847357
   0.19735426]
 [-0.2576834   0.33136326  0.198006   ... -0.0197552  -0.47903565
  -0.1219051 ]
 [ 0.042783    0.37817326  0.17734756 ... -0.25277638 -0.23064369
  -0.12004132]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",24
